word1,word2,pos,sv_score,relation,cf_score,include
punch,stamp,V,4.32,NONE,0.723059808,1
start,run,V,1.99,NONE,0.820743329,1
lead,organize,V,4.81,NONE,0.879833257,1
keep,return,V,0.66,NONE,0.935081342,1
reach,obtain,V,7.14,NONE,0.206579334,1
stop,turn,V,2.16,NONE,0.948775278,1
look,yield,V,1.83,NONE,1.01363998,1
steal,grab,V,5.73,COHYPONYMS,0.658242797,1
leave,meet,V,0.83,NONE,1.019708192,1
destroy,save,V,0.3,NONE,0.819046205,1
please,urge,V,2.16,NONE,0.340569864,1
renounce,degrade,V,3.98,NONE,0.861579667,1
subtract,multiply,V,0.83,COHYPONYMS,0.815278377,1
steal,return,V,0.17,NONE,0.920846403,1
ignore,refuse,V,4.98,NONE,0.734423938,1
wake,awake,V,5.64,SYNONYMS,0.34187708,1
develop,invent,V,6.64,NONE,0.466503475,1
use,reduce,V,2.16,NONE,0.86793708,1
receive,achieve,V,1,NONE,0.497586811,1
burst,implode,V,4.65,ANTONYMS,1.037228574,1
separate,drift,V,5.64,COHYPONYMS,0.85355344,1
sit,dance,V,0.66,NONE,0.925251628,1
disown,ignore,V,4.15,NONE,0.718325552,1
delay,hurry,V,0.33,ANTONYMS,1.037423877,1
pick,gather,V,6.64,HYPER/HYPONYMS,0.67299001,1
weave,make,V,4.98,HYPER/HYPONYMS,0.877706891,1
lift,evaluate,V,2.66,HYPER/HYPONYMS,1.007171974,1
move,slither,V,4.48,HYPER/HYPONYMS,0.796490842,1
awake,snore,V,0.66,NONE,0.666785525,1
renounce,repress,V,2.66,NONE,0.846023317,1
drift,fade,V,5.98,NONE,0.722467167,1
bring,send,V,1.99,COHYPONYMS,0.727671166,1
meet,join,V,5.31,NONE,0.599738786,1
upset,discourage,V,3.98,NONE,0.829914411,1
worry,despair,V,6.64,NONE,0.641079468,1
gather,leave,V,0.83,NONE,1.031412795,1
finish,perish,V,1.66,NONE,0.893449042,1
need,strive,V,2.66,NONE,0.789223452,1
forgive,plead,V,1.66,NONE,0.817850867,1
drench,pour,V,4.81,NONE,0.90182286,1
perish,prosper,V,1.16,NONE,0.711954112,1
swim,run,V,1.83,COHYPONYMS,0.919342236,1
reap,make,V,2.66,NONE,0.659787232,1
do,become,V,2.99,NONE,0.536558856,1
punish,renounce,V,1.33,NONE,0.855950769,1
lose,earn,V,0.17,ANTONYMS,0.954557028,1
boil,burn,V,2.99,COHYPONYMS,0.811131764,1
observe,analyze,V,5.98,HYPER/HYPONYMS,0.88597405,1
beg,implode,V,2.32,NONE,0.923532431,1
beat,overpower,V,6.64,HYPER/HYPONYMS,0.119009072,1
introduce,acknowledge,V,3.47,NONE,0.863889101,1
offend,disturb,V,4.48,NONE,0.65563147,1
destroy,invent,V,1.33,NONE,0.837339101,1
grind,rub,V,4.65,NONE,0.701847307,1
hurt,humiliate,V,5.15,HYPER/HYPONYMS,0.755913505,1
leave,skip,V,3.32,HYPER/HYPONYMS,0.746038114,1
leave,ignore,V,4.48,NONE,0.832257159,1
hold,pull,V,2.32,NONE,0.870999216,1
command,instruct,V,7.97,COHYPONYMS,0.720800895,1
yell,talk,V,2.32,HYPER/HYPONYMS,0.85115642,1
flutter,kick,V,1,NONE,0.842504762,1
rinse,flush,V,5.89,HYPER/HYPONYMS,0.23047916,1
smother,overwhelm,V,6.14,NONE,0.610520417,1
tow,haul,V,8.63,NONE,0.733120616,1
have,receive,V,2.99,SYNONYMS,0.333273948,1
tie,weave,V,3.49,NONE,0.769368291,1
see,travel,V,4.65,HYPER/HYPONYMS,0.862986036,1
hamper,hold,V,3.15,HYPER/HYPONYMS,0.933112105,1
inhale,smell,V,6.97,NONE,0.730648023,1
explain,spell,V,3.15,NONE,0.78543499,1
know,update,V,2.82,NONE,0.92205539,1
leave,disregard,V,5.64,NONE,0.845624942,1
inspect,observe,V,6.47,NONE,0.783508909,1
make,allow,V,1.83,NONE,0.504400075,1
deliver,stand,V,0,NONE,0.946709267,1
hug,pat,V,3.15,NONE,0.921504822,1
plow,hit,V,3.65,NONE,0.908362747,1
examine,analyze,V,7.14,SYNONYMS,0.227138785,1
reach,hold,V,3.15,NONE,0.856919673,1
stop,help,V,1.21,NONE,0.915288934,1
sing,chirp,V,5.31,HYPER/HYPONYMS,0.815197928,1
believe,feel,V,2.99,HYPER/HYPONYMS,0.263550036,1
notify,address,V,7.3,NONE,0.868750262,1
protect,kill,V,1.49,NONE,1.021343222,1
charge,evict,V,4.65,NONE,0.9598916,1
forgive,understand,V,3.15,NONE,0.839626446,1
help,depend,V,2.32,NONE,0.794220523,1
separate,attach,V,1,NONE,0.981443669,1
throw,use,V,1.66,NONE,0.895134181,1
calculate,solve,V,6.31,HYPER/HYPONYMS,0.8325686,1
stay,fade,V,0.5,NONE,0.867025665,1
renounce,say,V,2.49,NONE,0.953197064,1
grasp,take,V,5.31,NONE,0.682485122,1
swing,fall,V,0.83,COHYPONYMS,0.837197691,1
triumph,conquer,V,7.97,NONE,0.605041665,1
notify,announce,V,8.47,NONE,0.585703676,1
count,evaluate,V,4.65,HYPER/HYPONYMS,0.843405419,1
take,reap,V,6.97,NONE,0.665408751,1
forget,overcome,V,2.16,NONE,0.878768929,1
amuse,amaze,V,1.99,NONE,0.612129786,1
fail,decline,V,3.65,HYPER/HYPONYMS,0.817070726,1
know,suggest,V,1.83,NONE,0.859125204,1
move,remove,V,3.49,HYPER/HYPONYMS,0.82147206,1
retain,obtain,V,4.15,NONE,0.842347045,1
show,look,V,1.33,NONE,0.710851426,1
speak,scream,V,2.82,HYPER/HYPONYMS,0.848572979,1
refuse,forbid,V,4.48,NONE,0.826949342,1
seem,pretend,V,4.65,NONE,0.767112309,1
feel,express,V,6.31,NONE,0.839556323,1
operate,perform,V,6.97,NONE,0.695368,1
degrade,hate,V,5.48,NONE,0.890995201,1
criticize,remark,V,3.15,HYPER/HYPONYMS,0.782090576,1
tire,overwhelm,V,5.64,NONE,0.879653237,1
visit,talk,V,2.32,HYPER/HYPONYMS,0.842528048,1
burn,smother,V,0.66,NONE,0.822177452,1
destroy,deteriorate,V,5.81,NONE,0.711031388,1
beat,punish,V,6.47,NONE,0.789638818,1
drift,flow,V,6.81,NONE,0.793894816,1
attempt,go,V,1.83,NONE,0.773252978,1
kill,look,V,0,COHYPONYMS,1.041774369,1
go,ascend,V,4.48,HYPER/HYPONYMS,0.895531272,1
recruit,take,V,2.66,NONE,0.832089773,1
veer,avoid,V,8.13,NONE,0.807002532,1
mimic,look,V,1.99,NONE,0.760515791,1
squeal,lie,V,1,NONE,1.055129756,1
crash,fall,V,3.49,HYPER/HYPONYMS,0.734589037,1
tow,take,V,2.82,NONE,0.85555559,1
elect,reject,V,0.5,NONE,0.880038359,1
tell,remark,V,6.31,HYPER/HYPONYMS,0.778700394,1
punch,calculate,V,1,NONE,0.987931512,1
win,struggle,V,0.66,NONE,0.704721028,1
blame,excuse,V,1.36,NONE,0.823011228,1
deal,sell,V,4.48,SYNONYMS,0.899789226,1
understand,solve,V,5.15,HYPER/HYPONYMS,0.903480449,1
allow,refuse,V,1.16,ANTONYMS,1.042925572,1
control,stop,V,3.49,NONE,0.861827377,1
acquire,steal,V,5.31,NONE,0.815443979,1
respond,say,V,7.97,HYPER/HYPONYMS,0.810520925,1
disturb,wake,V,4.98,NONE,0.863743816,1
grab,tackle,V,5.81,NONE,0.867272662,1
haunt,remain,V,3.82,NONE,0.812033294,1
prove,solve,V,5.48,NONE,0.955396007,1
achieve,earn,V,6.14,NONE,0.478043206,1
retain,get,V,3.15,NONE,0.901962775,1
touch,pinch,V,3.17,HYPER/HYPONYMS,0.739151913,1
bend,shake,V,1.49,NONE,0.906851608,1
hypnotize,remember,V,0.66,NONE,0.904886015,1
dismay,surprise,V,1.33,NONE,0.528263956,1
guess,suspect,V,7.64,HYPER/HYPONYMS,0.817127406,1
flush,drain,V,5.81,COHYPONYMS,0.560524605,1
stain,wash,V,0.17,NONE,0.702082299,1
supply,deny,V,0.5,NONE,1.008108199,1
join,marry,V,4.48,HYPER/HYPONYMS,0.873086752,1
fight,toil,V,2.99,NONE,0.89836103,1
save,earn,V,2.66,NONE,0.811957122,1
demand,take,V,5.64,SYNONYMS,0.849969103,1
drink,suck,V,5.48,HYPER/HYPONYMS,0.906498884,1
wander,lose,V,1.83,NONE,0.856080586,1
implode,crush,V,4.48,NONE,0.745569081,1
renounce,dislike,V,6.31,NONE,0.864002748,1
launch,send,V,5.31,COHYPONYMS,0.919752902,1
spin,dance,V,1.66,NONE,0.763048409,1
tear,split,V,8.47,HYPER/HYPONYMS,0.651949817,1
create,draw,V,4.48,HYPER/HYPONYMS,0.723369008,1
tend,leave,V,0.66,NONE,0.891412466,1
assume,believe,V,2.99,COHYPONYMS,0.484957946,1
bump,crash,V,3.47,NONE,0.656016951,1
scare,laugh,V,0.66,NONE,0.83502127,1
plead,help,V,0.66,NONE,0.704728484,1
excel,lead,V,4.65,NONE,0.876774848,1
confuse,blur,V,4.81,COHYPONYMS,0.286947071,1
teach,explain,V,7.8,COHYPONYMS,0.734314081,1
take,vacate,V,1.83,NONE,0.831184809,1
reap,jump,V,1.66,NONE,0.845306258,1
need,use,V,2.49,NONE,0.87865022,1
return,arrive,V,3.15,NONE,0.844992668,1
slurp,swallow,V,4.48,NONE,0.587137444,1
design,award,V,0.66,NONE,0.946585244,1
follow,go,V,3.65,HYPER/HYPONYMS,0.808466347,1
drown,kill,V,4.81,HYPER/HYPONYMS,0.76714953,1
forget,deny,V,2.82,HYPER/HYPONYMS,0.754462557,1
help,refuse,V,0.5,NONE,1.001358434,1
reach,strive,V,6.47,SYNONYMS,0.641995098,1
tread,float,V,3.32,NONE,0.836543007,1
destroy,hurt,V,5.64,NONE,0.676332276,1
catch,find,V,3.98,HYPER/HYPONYMS,0.720983774,1
sell,suggest,V,2.66,NONE,0.935934406,1
talk,announce,V,6.14,NONE,0.678850436,1
deposit,slip,V,2.66,NONE,0.872466802,1
play,set,V,1,HYPER/HYPONYMS,0.48715209,1
renounce,insult,V,3.15,NONE,0.932621256,1
irritate,rub,V,3.49,HYPER/HYPONYMS,0.829617456,1
tease,hurt,V,3.98,NONE,0.926496299,1
perish,starve,V,5.98,HYPER/HYPONYMS,0.643221657,1
attach,fix,V,4.65,HYPER/HYPONYMS,0.714139065,1
squeal,jerk,V,1.49,NONE,0.855987369,1
exist,perish,V,0.83,NONE,0.859973721,1
flow,go,V,5.31,NONE,0.895360467,1
leave,shun,V,5.48,NONE,0.829284602,1
forget,think,V,0.33,ANTONYMS,1.032216356,1
disprove,deny,V,4.15,NONE,0.381110717,1
engage,meet,V,4.48,NONE,0.771367717,1
lower,diminish,V,6.64,NONE,0.232333294,1
tread,move,V,3.49,HYPER/HYPONYMS,0.883199158,1
learn,retain,V,2.82,NONE,0.926963892,1
clarify,repeat,V,5.48,NONE,0.825782728,1
retreat,escape,V,7.47,NONE,0.713653897,1
urge,recommend,V,5.48,SYNONYMS,0.704476055,1
do,obey,V,3.47,NONE,0.791801486,1
feel,taste,V,1.16,COHYPONYMS,0.662551792,1
graze,roam,V,5.48,NONE,0.609925593,1
annoy,disgust,V,4.65,NONE,0.784328251,1
invent,originate,V,5.81,NONE,0.917109189,1
use,waste,V,2.66,HYPER/HYPONYMS,0.9785612,1
pardon,grant,V,3.65,HYPER/HYPONYMS,0.74470368,1
wash,fade,V,1.83,NONE,0.904553936,1
transplant,change,V,4.23,HYPER/HYPONYMS,0.935700786,1
mend,repair,V,9.3,SYNONYMS,0.132316667,1
convince,win,V,2.16,NONE,0.774521116,1
wash,spray,V,4.65,COHYPONYMS,0.744186428,1
collect,organize,V,5.31,NONE,0.771320664,1
hit,crash,V,6.31,HYPER/HYPONYMS,0.682922483,1
repress,shut,V,5.81,NONE,0.974849883,1
smash,shatter,V,8.13,COHYPONYMS,0.32615666,1
fly,flee,V,3.49,SYNONYMS,0.36374033,1
choose,determine,V,7.47,HYPER/HYPONYMS,0.724031854,1
receive,accept,V,6.31,HYPER/HYPONYMS,0.5984134,1
evacuate,remove,V,5.48,NONE,0.653170623,1
wear,remove,V,1.49,NONE,0.939783285,1
give,unload,V,2.16,NONE,1.003205185,1
lie,justify,V,1.83,NONE,0.924994889,1
shoot,hurt,V,5.31,HYPER/HYPONYMS,0.870536437,1
squeeze,cuddle,V,5.31,HYPER/HYPONYMS,0.762941265,1
croak,cough,V,2.32,NONE,0.838580851,1
stand,rise,V,6.81,NONE,0.887409238,1
scold,blame,V,6.19,NONE,0.787608762,1
laugh,hoot,V,5.98,NONE,0.493723865,1
steal,give,V,0.66,NONE,1.055102372,1
rub,feel,V,5.64,NONE,0.811998163,1
enjoy,amuse,V,6.14,NONE,0.773944573,1
gather,obtain,V,6.31,NONE,0.439639392,1
hate,adore,V,0.5,NONE,0.985471049,1
carry,help,V,3.15,COHYPONYMS,0.765898961,1
accuse,insult,V,3.92,NONE,0.672377345,1
frustrate,discourage,V,4.15,NONE,0.435015013,1
dare,accept,V,1.16,NONE,0.740948645,1
bumble,fall,V,6.47,NONE,0.997014162,1
play,fight,V,3.49,NONE,0.86356243,1
sew,attach,V,7.14,HYPER/HYPONYMS,0.777983799,1
hold,touch,V,6.31,HYPER/HYPONYMS,0.909978464,1
fade,disintegrate,V,4.32,NONE,0.465555561,1
strain,release,V,2.66,NONE,1.053764815,1
organize,fix,V,3.32,NONE,0.844934221,1
blend,combine,V,8.47,SYNONYMS,0.219812287,1
hike,hitch,V,1.33,NONE,0.898402403,1
attract,catch,V,2.82,HYPER/HYPONYMS,0.726442633,1
taste,try,V,4.81,SYNONYMS,0.856802484,1
wait,sit,V,2.99,NONE,0.782574811,1
wag,wiggle,V,6.81,HYPER/HYPONYMS,0.384231249,1
rob,destroy,V,1.49,NONE,0.746659618,1
accomplish,conquer,V,5.31,NONE,0.575222561,1
toss,flip,V,6.81,SYNONYMS,0.771099535,1
meet,visit,V,7.3,HYPER/HYPONYMS,0.894874117,1
reject,condemn,V,7.47,NONE,0.684556016,1
protect,hide,V,4.65,NONE,0.823574253,1
shun,disown,V,6.97,NONE,0.754682663,1
bend,angle,V,6.64,HYPER/HYPONYMS,0.648341778,1
rebel,obey,V,0.33,NONE,1.055171064,1
discuss,explain,V,7.14,NONE,0.61303769,1
mix,dissolve,V,5.81,COHYPONYMS,0.823795182,1
burn,crash,V,1.99,NONE,0.836832664,1
release,obtain,V,1.66,ANTONYMS,0.8462336,1
adjourn,start,V,1.49,NONE,1.015762255,1
pour,drain,V,4.81,COHYPONYMS,0.892966785,1
disperse,collect,V,0.83,NONE,0.820824819,1
disappear,remove,V,5.64,HYPER/HYPONYMS,0.693754292,1
avoid,reject,V,3.32,NONE,0.729056055,1
walk,shuffle,V,5.31,HYPER/HYPONYMS,0.998500453,1
doubt,know,V,1,NONE,0.823927496,1
strive,want,V,5.15,NONE,0.494701483,1
defeat,fail,V,2.49,NONE,0.650854254,1
speak,acknowledge,V,5.31,NONE,0.815467112,1
get,go,V,0.66,SYNONYMS,0.813317306,1
gather,compose,V,2.66,NONE,0.726887463,1
sway,swoon,V,4.07,NONE,0.804588516,1
reel,turn,V,3.82,HYPER/HYPONYMS,0.782470641,1
inquire,think,V,5.81,NONE,0.841926914,1
think,recall,V,6.64,SYNONYMS,0.762863102,1
leave,detach,V,2.99,NONE,0.754205488,1
scream,kick,V,1.99,NONE,0.763189127,1
aim,look,V,2.82,NONE,0.755920153,1
listen,concentrate,V,4.98,HYPER/HYPONYMS,0.823254618,1
like,disgust,V,0.33,NONE,0.974350484,1
desire,hope,V,6.81,HYPER/HYPONYMS,0.338127718,1
practice,dance,V,0.91,NONE,0.847833877,1
drip,spill,V,4.98,NONE,0.722025486,1
deliver,get,V,1.99,HYPER/HYPONYMS,0.580224553,1
holler,call,V,7.3,SYNONYMS,0.78553192,1
fly,drive,V,0.83,COHYPONYMS,0.894610855,1
fill,dig,V,0.17,NONE,0.776029524,1
mend,bend,V,1.16,NONE,0.998003699,1
raise,ascend,V,7.8,NONE,0.373087363,1
hurt,pluck,V,1.49,NONE,0.869071343,1
change,renounce,V,3.82,HYPER/HYPONYMS,0.99144165,1
control,steer,V,7.14,HYPER/HYPONYMS,0.746180787,1
start,develop,V,5.64,COHYPONYMS,0.795737157,1
allow,reject,V,0.17,NONE,0.971013487,1
dislike,discourage,V,3.65,NONE,0.859063519,1
believe,think,V,5.15,SYNONYMS,0.138421219,1
accomplish,become,V,3.98,NONE,0.78740626,1
give,allow,V,4.65,HYPER/HYPONYMS,0.3531102,1
separate,join,V,0.33,ANTONYMS,0.888431869,1
embarrass,flutter,V,1.49,NONE,0.933625458,1
select,elect,V,5.15,HYPER/HYPONYMS,0.086351525,1
write,say,V,2.49,NONE,0.83379301,1
dismiss,allow,V,2.49,NONE,0.937497956,1
call,listen,V,1.99,NONE,0.774734484,1
go,pause,V,0.66,NONE,0.857087019,1
advise,inform,V,6.47,HYPER/HYPONYMS,0.270453013,1
sneak,scare,V,2.32,NONE,0.78161627,1
hear,whisper,V,1.66,NONE,0.731712511,1
teach,give,V,4.15,NONE,0.859925048,1
urge,hurry,V,3.98,HYPER/HYPONYMS,0.869722793,1
reach,achieve,V,5.81,SYNONYMS,0.115474378,1
sweat,relax,V,0.17,NONE,0.932931217,1
come,join,V,4.98,NONE,0.727351487,1
fight,hate,V,3.32,NONE,0.851020528,1
lie,rationalize,V,2.49,NONE,0.963698701,1
be,do,V,0.83,HYPER/HYPONYMS,0.546076812,1
lick,dip,V,1,NONE,0.739339899,1
loosen,relax,V,7.14,HYPER/HYPONYMS,0.557823353,1
flex,lift,V,3.32,NONE,1.080737411,1
learn,confuse,V,0.66,NONE,0.973493091,1
perceive,assume,V,5.15,NONE,0.689249253,1
stop,drive,V,0,NONE,0.889616097,1
seize,catch,V,4.65,HYPER/HYPONYMS,0.35217276,1
receive,earn,V,6.47,COHYPONYMS,0.394816351,1
disperse,release,V,6.14,NONE,0.777213409,1
put,hang,V,1.96,NONE,0.976901745,1
repress,forbid,V,6.14,NONE,0.780554997,1
sway,bend,V,4.98,NONE,0.792639986,1
scare,cry,V,0.33,NONE,0.785254397,1
attack,seize,V,4.32,NONE,0.88647719,1
hold,pause,V,5.98,NONE,0.843799736,1
fail,triumph,V,0.83,NONE,1.010359042,1
overcome,beat,V,7.64,HYPER/HYPONYMS,0.365928366,1
shun,hide,V,3.32,NONE,0.968692932,1
sell,disown,V,2.32,NONE,0.981354932,1
bite,fight,V,4.15,NONE,0.953548249,1
relax,rub,V,5.48,NONE,0.784732675,1
disintegrate,demolish,V,4.38,NONE,0.552747294,1
prove,explain,V,5.98,NONE,0.722185889,1
bite,attack,V,4.48,NONE,0.799587446,1
enrage,engage,V,1.66,NONE,0.934964602,1
advise,notify,V,7.97,SYNONYMS,0.206615046,1
scream,hoot,V,4.48,NONE,0.769176382,1
steal,keep,V,3.32,NONE,0.908076528,1
attack,engage,V,4.83,COHYPONYMS,0.855417504,1
frustrate,disappoint,V,3.82,HYPER/HYPONYMS,0.273131943,1
help,prepare,V,5.64,NONE,0.856864434,1
borrow,keep,V,1.16,NONE,0.907070335,1
lose,obtain,V,0.33,ANTONYMS,1.035190032,1
grow,rise,V,5.48,HYPER/HYPONYMS,0.203489702,1
fail,fall,V,2.99,HYPER/HYPONYMS,0.757203088,1
create,do,V,5.31,HYPER/HYPONYMS,0.70371226,1
disperse,gather,V,1.33,NONE,0.828924012,1
throw,overpower,V,3.15,NONE,0.897482594,1
disintegrate,erode,V,6.04,NONE,0.569732408,1
grate,annoy,V,6.47,HYPER/HYPONYMS,0.898095831,1
run,strive,V,2.32,NONE,0.874812938,1
believe,agree,V,3.15,NONE,0.800979165,1
frustrate,overwhelm,V,5.15,NONE,0.566299533,1
concern,dismay,V,3.98,NONE,0.53542648,1
claim,accuse,V,3.98,NONE,0.639844501,1
scratch,pick,V,4.32,NONE,0.948509223,1
perish,dissolve,V,3.49,NONE,0.836921895,1
hear,talk,V,1.99,NONE,0.571194239,1
address,talk,V,5.98,HYPER/HYPONYMS,0.746169154,1
be,live,V,6.31,HYPER/HYPONYMS,0.778203422,1
accept,like,V,6.14,NONE,0.761048801,1
join,add,V,6.81,NONE,0.665493529,1
associate,know,V,6.64,NONE,0.970811737,1
hate,annihilate,V,2.99,NONE,0.798096188,1
predict,determine,V,4.48,NONE,0.755777814,1
catch,grab,V,3.32,SYNONYMS,0.220317191,1
attempt,do,V,5.81,HYPER/HYPONYMS,0.788885432,1
dash,walk,V,4.48,NONE,1.01572591,1
rip,fold,V,0.83,NONE,0.964030479,1
direct,aim,V,7.47,HYPER/HYPONYMS,0.843696323,1
refrain,wait,V,6.31,NONE,0.924078894,1
pick,analyze,V,2.66,NONE,0.903718446,1
remove,release,V,4.48,NONE,0.736875843,1
wipe,rub,V,7.64,HYPER/HYPONYMS,0.346324595,1
beat,strike,V,6.14,HYPER/HYPONYMS,0.542903364,1
decompose,disintegrate,V,7.64,SYNONYMS,0.346187135,1
die,grow,V,0,COHYPONYMS,0.932847202,1
find,escape,V,0.66,NONE,0.821424786,1
search,strip,V,1.66,NONE,0.946346572,1
hit,throw,V,2.82,COHYPONYMS,0.775639437,1
reproduce,recycle,V,4.81,NONE,0.895740442,1
release,squeeze,V,1.21,NONE,0.888006072,1
diminish,increase,V,1.33,ANTONYMS,1.013451116,1
examine,see,V,7.7,SYNONYMS,0.644766132,1
throw,aim,V,4.15,NONE,0.846257179,1
get,buy,V,7.14,HYPER/HYPONYMS,0.495659528,1
toast,cook,V,4.98,NONE,0.634471483,1
climb,rise,V,8.3,HYPER/HYPONYMS,0.052685875,1
search,examine,V,7.97,HYPER/HYPONYMS,0.393332144,1
return,recycle,V,3.49,NONE,0.693592209,1
disprove,hate,V,2.99,NONE,0.858301113,1
rearrange,scramble,V,7.3,NONE,0.926712611,1
engage,fight,V,4.48,HYPER/HYPONYMS,0.829888542,1
have,earn,V,2.66,NONE,0.632571364,1
restore,receive,V,1.49,NONE,0.881560385,1
depart,fly,V,2.82,NONE,0.740282161,1
earn,pay,V,0.91,HYPER/HYPONYMS,0.566512403,1
nag,yell,V,4.15,NONE,0.766709206,1
get,keep,V,5.58,ANTONYMS,0.887645089,1
condemn,renounce,V,5.48,NONE,0.819940127,1
slice,chop,V,7.3,COHYPONYMS,0.210930092,1
sting,burn,V,5.15,SYNONYMS,0.886162084,1
borrow,dig,V,1.99,NONE,0.907508912,1
bend,move,V,3.02,HYPER/HYPONYMS,0.90230171,1
degrade,criticize,V,6.31,NONE,0.772397768,1
deteriorate,fall,V,1.66,NONE,0.729653401,1
pull,shove,V,1.99,NONE,0.751775642,1
whistle,hoot,V,4.81,NONE,0.778702445,1
suppose,predict,V,5.81,NONE,0.677498105,1
disown,ban,V,2.99,NONE,0.869284554,1
drench,quench,V,3.65,NONE,0.75148165,1
disappear,decompose,V,5.28,NONE,0.720854338,1
worry,waste,V,0.83,NONE,0.833496613,1
write,talk,V,1.66,COHYPONYMS,0.81495794,1
sue,pay,V,2.16,NONE,0.866520084,1
laugh,cough,V,0.45,NONE,0.837094801,1
justify,believe,V,3.15,NONE,0.731911574,1
kidnap,snatch,V,7.14,SYNONYMS,0.213640982,1
grind,chop,V,2.49,COHYPONYMS,0.771550353,1
earn,yearn,V,0.91,NONE,0.772708745,1
waste,disintegrate,V,2.66,NONE,0.724521706,1
separate,organize,V,6.14,NONE,0.893237373,1
upset,overwhelm,V,4.81,COHYPONYMS,0.698778078,1
start,create,V,3.32,HYPER/HYPONYMS,0.752918114,1
create,decorate,V,3.15,NONE,0.836554409,1
add,build,V,4.65,NONE,0.764775838,1
protect,hurt,V,0,NONE,0.890430326,1
forgive,excuse,V,6.97,HYPER/HYPONYMS,0.32198213,1
prosper,fail,V,0.5,NONE,0.987708152,1
defeat,overwhelm,V,5.31,HYPER/HYPONYMS,0.633425977,1
find,attract,V,2.16,NONE,0.76599718,1
think,talk,V,1.66,NONE,0.721855619,1
cheat,win,V,1,NONE,0.907355222,1
attend,help,V,4.81,HYPER/HYPONYMS,0.420766963,1
mistreat,hit,V,3.15,NONE,0.736152761,1
grant,aid,V,5.64,NONE,0.668143206,1
discourage,beat,V,3.82,NONE,0.933326892,1
persuade,control,V,4.65,NONE,0.870474143,1
overcome,try,V,5.64,NONE,0.785753092,1
boom,hum,V,1,COHYPONYMS,0.91495291,1
tear,remove,V,3.65,HYPER/HYPONYMS,0.921490724,1
incline,press,V,2.41,NONE,0.86746447,1
clarify,help,V,6.14,NONE,0.900055598,1
determine,try,V,3.15,HYPER/HYPONYMS,0.794547779,1
rescue,find,V,7.14,NONE,0.90308526,1
urge,tell,V,3.82,HYPER/HYPONYMS,0.729036182,1
acknowledge,perceive,V,2.49,NONE,0.741208956,1
pause,reflect,V,4.15,NONE,0.948885138,1
overcome,fail,V,0.17,NONE,0.765999456,1
practice,do,V,5.48,SYNONYMS,0.719273625,1
do,forbid,V,0.33,NONE,1.065898432,1
surprise,celebrate,V,3.32,NONE,0.894504122,1
treat,surprise,V,3.15,NONE,1.031331803,1
earn,respect,V,2.32,NONE,0.937281791,1
finish,do,V,4.07,HYPER/HYPONYMS,0.719774608,1
remember,learn,V,4.32,NONE,0.88081703,1
kill,punish,V,2.82,NONE,0.835236193,1
call,need,V,2.49,NONE,0.615938236,1
break,erode,V,4.81,COHYPONYMS,0.7363476,1
accept,forgive,V,3.65,NONE,0.633041848,1
yearn,ache,V,6.97,HYPER/HYPONYMS,0.798456249,1
understand,evaluate,V,3.49,HYPER/HYPONYMS,0.839084954,1
touch,hug,V,3.65,HYPER/HYPONYMS,0.758943404,1
grasp,release,V,0,NONE,0.872377345,1
deny,repress,V,6.14,HYPER/HYPONYMS,0.738560131,1
hate,damn,V,5.81,NONE,0.844307735,1
hesitate,go,V,0.66,NONE,0.675695395,1
break,build,V,0.83,ANTONYMS,1.093729038,1
wear,use,V,4.98,NONE,0.757097853,1
accept,give,V,0.5,HYPER/HYPONYMS,0.851766699,1
block,stop,V,8.47,SYNONYMS,0.698220551,1
wander,leave,V,3.49,NONE,0.788009663,1
keep,hide,V,2.82,NONE,0.862842083,1
spawn,reproduce,V,6.97,NONE,0.226456994,1
tow,follow,V,2.99,NONE,0.998232174,1
replace,add,V,2.16,NONE,0.85250194,1
accelerate,go,V,6.97,NONE,0.841351416,1
yell,speak,V,4.48,HYPER/HYPONYMS,0.829308354,1
dismay,worry,V,5.15,NONE,0.515216501,1
solve,discover,V,3.15,NONE,0.818554265,1
give,retain,V,1.16,NONE,0.941293284,1
reject,leave,V,5.98,NONE,0.774562572,1
warn,forbid,V,3.15,NONE,0.864652951,1
connect,combine,V,6.14,NONE,0.770723834,1
decompose,degrade,V,6.47,NONE,0.268451248,1
hurt,degrade,V,5.64,HYPER/HYPONYMS,0.665764671,1
request,reply,V,1.16,NONE,0.791213251,1
drive,drink,V,0.5,NONE,0.937634218,1
hate,swear,V,2.49,NONE,0.878567588,1
attack,capture,V,3.32,NONE,0.860407786,1
request,beg,V,5.64,HYPER/HYPONYMS,0.625618607,1
want,claim,V,2.66,NONE,0.78675697,1
stay,roam,V,0.66,NONE,0.755621679,1
lose,get,V,1.49,ANTONYMS,1.029903857,1
leave,veer,V,2.49,NONE,0.885236943,1
steal,usurp,V,4.32,NONE,0.789877591,1
run,bound,V,6.31,NONE,0.819871581,1
sit,comfort,V,3.15,NONE,0.854964293,1
dissolve,fade,V,6.19,NONE,0.647736505,1
do,command,V,1.33,NONE,0.877255179,1
search,lose,V,1.16,NONE,1.008391741,1
whisper,tell,V,4.32,NONE,0.834022109,1
pluck,duck,V,0.5,NONE,0.869049436,1
recommend,guess,V,1.83,NONE,0.819489055,1
produce,stamp,V,1,NONE,0.944688408,1
bound,correct,V,0.17,NONE,0.879163922,1
